time,open,high,low,close,Volume,RSI,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,ATR
1720618200,57976.55,58018.39,57509.76,57759.28,793.26189947,34.95068902745359,NaN,NaN,NaN,NaN,NaN,NaN,349.8929427113527
1720620000,57754.87,57872.25,57480,57816.95,366.00100795,36.787028929302195,NaN,NaN,NaN,NaN,NaN,NaN,352.918446803399
1720621800,57816.43,57884.38,57595.62,57702.69,297.02584698,34.69709554178421,NaN,NaN,34.69709554178421,NaN,NaN,NaN,348.3357006031558
1720623600,57699.69,57876.33,57484.7,57822.71,208.60095938,38.64043435074205,NaN,NaN,NaN,NaN,NaN,NaN,351.4281505600735
1720625400,57822.7,58029.77,57687.42,57687.42,262.75735651,36.00138471681285,NaN,NaN,NaN,NaN,NaN,NaN,350.77971123435384
1720627200,57693.61,57993.59,57663.89,57954.47,228.59181865,44.11496690899511,NaN,NaN,NaN,NaN,44.11496690899511,NaN,349.2740175747569
1720629000,57954.47,58015.23,57580.68,57691.41,181.88870072,38.88529570198472,NaN,NaN,NaN,NaN,NaN,NaN,355.36515917656016
1720630800,57691.41,57758.47,57430,57619.52,157.0802421,37.574368809840465,NaN,NaN,NaN,NaN,NaN,NaN,353.4440763782345
1720632600,57619.52,57723.87,57543.35,57627.95,139.10715972,37.83900837547506,NaN,NaN,NaN,NaN,NaN,NaN,341.0923566369324
1720634400,57629,57783.1,57562.76,57567.41,155.51048362,36.63779358842092,NaN,NaN,NaN,NaN,NaN,NaN,332.4671883057227
1720636200,57567.4,57632.37,57476.94,57623.51,146.98943864,38.58347309548554,NaN,NaN,NaN,NaN,NaN,NaN,319.821674855314
1720638000,57617.98,57617.98,57333.43,57438.48,412.62695134,34.78903583516944,NaN,NaN,NaN,NaN,NaN,NaN,317.69726950850594
1720639800,57442.59,57552.33,57359.98,57384.25,385.70557286,33.741678496358816,NaN,NaN,NaN,NaN,NaN,NaN,308.7438931150411
1720641600,57384.06,57547.03,57181.78,57276.5,272.35778088,31.699616807037856,NaN,NaN,31.699616807037856,NaN,NaN,NaN,312.7800436068238
1720643400,57278.49,57449.5,57157.28,57404.84,174.75172226,36.619841488419155,NaN,NaN,NaN,NaN,NaN,NaN,311.3114690634793
1720645200,57404.83,57489.98,57270.14,57431.01,92.308449,37.60685935243678,NaN,NaN,NaN,NaN,NaN,NaN,304.77779270180247
1720647000,57431,57550.06,57356.2,57430.81,81.50961693,37.6020399404354,NaN,NaN,NaN,NaN,NaN,NaN,296.8550932231023
1720648800,57430.81,57835.79,57418.57,57792.43,287.62287178,50.06311625378749,NaN,NaN,NaN,NaN,50.06311625378749,NaN,305.45258656430934
1720650600,57793.41,57809.48,57651.14,57703.09,107.29487033,47.53732147572017,NaN,NaN,NaN,NaN,NaN,NaN,294.9445446668589
1720652400,57696.98,57707.72,57582,57666.37,110.40505893,46.49892196771609,NaN,NaN,NaN,NaN,NaN,NaN,282.8570771906548
1720654200,57666.37,57870.52,57599.8,57712.59,219.29616311,48.037542076421595,NaN,NaN,NaN,NaN,NaN,NaN,281.9901431056076
1720656000,57713.4,57713.42,57421.29,57489.03,180.35729626,41.77896768169957,NaN,NaN,NaN,NaN,NaN,NaN,282.714418598064
1720657800,57489.02,57641.57,57356.97,57613.52,143.67462853,45.99815032658037,NaN,NaN,NaN,NaN,NaN,NaN,282.84910298391645
1720659600,57613.51,57631.71,57464.82,57539.97,98.9807804,43.97072465678921,NaN,NaN,NaN,NaN,NaN,NaN,274.56630991363664
1720661400,57534.93,58379.13,57464.22,58277.97,351.43223909,62.0470029114361,NaN,NaN,NaN,NaN,62.0470029114361,NaN,320.3051449198052
1720663200,58267.32,58365.21,57731.31,58021.34,199.63660777,55.35870402720508,NaN,NaN,NaN,NaN,NaN,NaN,342.70477742553345
1720665000,58016.03,58018.51,57771.16,57866.42,83.86141316,51.73335163260367,NaN,NaN,NaN,NaN,NaN,NaN,336.0958647522806
1720666800,57864.33,57964.18,57036.41,57368.18,415.97425735,42.168679266308295,NaN,NaN,42.168679266308295,NaN,NaN,NaN,378.3583029842603
1720668600,57371.45,57618.91,57308.13,57552.02,168.24455511,46.12653954471067,NaN,NaN,NaN,NaN,NaN,NaN,373.5312813425279
1720670400,57550.36,57667.67,57474.49,57576.43,99.56112097,46.648641454863125,NaN,NaN,NaN,NaN,NaN,NaN,360.6490469609188
1720672200,57576.43,57780.1,57566.69,57768.67,88.00123509,50.700752700811236,NaN,NaN,NaN,NaN,NaN,NaN,350.1319721779957
1720674000,57772.02,57944.68,57724.59,57746.24,124.02247706,50.22146590845403,NaN,NaN,NaN,NaN,NaN,NaN,340.84325987956765
1720675800,57751.44,58081.37,57695.11,57987.59,82.85661902,55.13599395506142,NaN,NaN,NaN,NaN,NaN,NaN,344.08731274531294
1720677600,57988.76,58095.05,57866.93,57970.56,101.99592977,54.725429899350765,NaN,NaN,NaN,NaN,NaN,NaN,335.80393326350503
1720679400,57965.64,58066.99,57873.93,57997.64,45.78003852,55.29548365694527,NaN,NaN,NaN,NaN,NaN,NaN,325.60793803039735
1720681200,57993.4,58268.35,57911.18,58178.01,113.09761209,58.99854631655397,NaN,NaN,NaN,NaN,NaN,NaN,327.862371028226
1720683000,58177.98,58309.54,58030.12,58183.93,143.78392074,59.118242774748474,NaN,NaN,NaN,NaN,NaN,NaN,324.40220166906687
1720684800,58185.11,58318.21,58100,58140.3,77.49111756,57.77947928943094,NaN,NaN,NaN,NaN,NaN,NaN,316.8170444069906
1720686600,58136.21,58195.79,58037.01,58149,73.40529672,57.983802549895564,NaN,NaN,NaN,NaN,NaN,NaN,305.5286840922055
1720688400,58154.08,58372.99,58137.5,58301.38,98.09079224,61.4983318730174,NaN,NaN,NaN,NaN,NaN,NaN,300.5259209427621
1720690200,58301.89,58309.82,58061.5,58281.94,193.58571615,60.79961023018115,NaN,NaN,NaN,NaN,NaN,NaN,296.79692658970765
1720692000,58281.94,58488,58164.66,58308.47,146.55973451,61.44343089850217,NaN,NaN,NaN,NaN,NaN,NaN,298.69286040472826
1720693800,58309.66,58465.66,58283.96,58450,107.02462647,64.76780695912527,NaN,NaN,NaN,NaN,NaN,NaN,290.33622751867654
1720695600,58449.99,58524.79,58390.48,58442.46,150.70699232,64.44899439203672,NaN,NaN,NaN,NaN,NaN,NaN,279.19149698162806
1720697400,58442.45,58894.25,58386.62,58773.88,725.7010664,71.167222821562,NaN,NaN,NaN,NaN,71.167222821562,NaN,295.5085329115116
1720699200,58772.99,58840.52,58477.47,58697.39,331.32282393,67.97451184557164,NaN,NaN,NaN,NaN,NaN,NaN,300.3329234178319
1720701000,58700.98,59533.06,58658.4,58812.57,1639.63666354,70.14638105561434,NaN,NaN,NaN,NaN,NaN,NaN,341.3562860308436
1720702800,58815.86,58985.79,58418.6,58803.47,422.74954311,69.74394819036904,NaN,NaN,NaN,NaN,NaN,NaN,357.48726560006924
1720704600,58798.93,58954.16,58258.23,58571.78,721.56133439,60.264174620263496,NaN,NaN,NaN,NaN,NaN,NaN,381.66174662863574
1720706400,58578.14,58692.41,57550.56,57778.81,973.95524091,40.14972477464341,NaN,NaN,NaN,NaN,NaN,NaN,435.96090758373356
1720708200,57778.81,57990.53,57641.49,57797.42,353.38461972,40.65038278293143,NaN,NaN,NaN,NaN,NaN,NaN,429.7522713277526
1720710000,57797.42,58141.34,57728.31,57816.7,302.04374347,41.19916978073942,NaN,NaN,NaN,NaN,NaN,NaN,428.55782337577017
1720711800,57815.22,57818.94,57267.73,57411.66,424.00837819,34.07143020853775,NaN,NaN,34.07143020853775,NaN,NaN,NaN,437.31869313464364
1720713600,57411.64,57654.42,57180.25,57643.99,181.47400692,40.43692981645261,NaN,NaN,NaN,NaN,NaN,NaN,439.9509293393118
1720715400,57634.55,57749.55,57438.93,57652.12,112.55190504,40.652867539291925,NaN,NaN,NaN,NaN,NaN,NaN,430.71300581507546
1720717200,57649.02,57913.42,57586.89,57892.21,130.87162185,46.78806700270197,NaN,NaN,NaN,NaN,46.78806700270197,NaN,423.27136254257
1720719000,57883.8,57944.35,57758.99,57802.02,141.69497194,44.909875808596865,NaN,NaN,NaN,NaN,NaN,NaN,406.2776937895293
1720720800,57802.03,58000,57669.81,57774.66,107.13804918,44.32853545627037,NaN,NaN,NaN,NaN,NaN,NaN,400.8428585188488
1720722600,57770.63,57932.07,57718.71,57846.32,117.27175113,46.28960221581857,NaN,NaN,NaN,NaN,NaN,NaN,387.4512257675025
1720724400,57838.27,57861.74,57400,57425.09,233.45997206,37.849510391600596,NaN,NaN,NaN,NaN,NaN,NaN,392.7575667841093
1720726200,57426.14,57625.09,57350,57386.03,306.43268812,37.17267177659626,NaN,NaN,37.17267177659626,NaN,NaN,NaN,384.35274058524413
1720728000,57387.78,57552.47,57215.63,57434.72,159.44655844,38.64553776997532,NaN,NaN,NaN,NaN,NaN,NaN,380.9589734005841
1720729800,57433.33,57604.98,57366.22,57558.22,94.6437539,42.33800119938159,NaN,NaN,NaN,NaN,NaN,NaN,370.80190387197115
1720731600,57558.22,57628.68,57333.96,57426.17,83.2617583,39.59416980196961,NaN,NaN,NaN,NaN,NaN,NaN,365.3674821668304
1720733400,57427.76,57547.51,57312.89,57459.91,74.8785692,40.65249920366478,NaN,NaN,NaN,NaN,NaN,NaN,356.02837629777133
1720735200,57461.22,57549.77,57260.97,57530.54,95.36258047,42.90751586618828,NaN,NaN,NaN,NaN,NaN,NaN,351.2263494193588
1720737000,57529.42,57553.1,57147.97,57340.53,135.73939999,38.652538300854616,NaN,NaN,NaN,NaN,NaN,NaN,355.07661017511873
1720738800,57346.62,57403.61,57153.62,57257.92,103.47398662,36.93750594250174,NaN,NaN,NaN,NaN,NaN,NaN,347.5704237340387
1720740600,57257.92,57397.34,57163.94,57340.77,173.34380146,39.82141046330536,NaN,NaN,NaN,NaN,NaN,NaN,339.4153934673212
1720742400,57343.66,57500,57152.37,57483.26,135.95432638,44.5205509783108,NaN,NaN,NaN,NaN,NaN,NaN,340.00215107679804
1720744200,57492.52,57577.14,57152.44,57182.03,73.59251732,37.8005010172124,NaN,NaN,NaN,NaN,NaN,NaN,346.05199742845514
1720746000,57182.02,57362.15,56538.33,56608.08,399.58673838,28.861462201448973,NaN,NaN,28.861462201448973,NaN,NaN,NaN,380.17828332642256
1720747800,56608.08,56969.77,56564.67,56949.33,112.69420905,38.21656568042404,NaN,NaN,NaN,NaN,NaN,NaN,381.95840594596365
1720749600,56949.32,57419.57,56883.58,57201.05,148.33301547,44.0603374973994,NaN,NaN,NaN,NaN,NaN,NaN,392.96066266410895
1720751400,57194.56,57382.45,57145.85,57328.17,208.14391165,46.79710145876387,NaN,NaN,NaN,NaN,46.79710145876387,NaN,381.7920439023868
1720753200,57325.31,57368.88,56927.5,57029.19,86.0107073,41.63751135283775,NaN,NaN,NaN,NaN,NaN,NaN,386.0483264807876
1720755000,57024.22,57131.06,56859.95,56916.82,88.91868811,39.85876896309703,NaN,NaN,NaN,NaN,NaN,NaN,377.8384460178742
1720756800,56916.82,57034.98,56738.83,56738.83,99.13413402,37.15148172529039,NaN,NaN,37.15148172529039,NaN,NaN,NaN,372.00355701659754
1720758600,56738.85,57075.25,56721.41,57021.82,100.0539946,43.69913523990043,NaN,NaN,NaN,NaN,NaN,NaN,370.70616008684027
1720760400,57021.65,57125.2,56965.07,57094.49,64.9852289,45.275798099462094,NaN,NaN,NaN,NaN,NaN,NaN,355.6650057949229
1720762200,57091.84,57122.2,56944,57030.71,133.00222518,44.108294899842484,NaN,NaN,NaN,NaN,NaN,NaN,342.9889339524282
1720764000,57030.7,57347.09,57023.78,57327.63,153.37007312,50.50678172115429,NaN,NaN,NaN,NaN,NaN,NaN,341.5832958129689
1720765800,57327.61,57407.39,57189.08,57217.63,112.02185778,48.300701621971356,NaN,NaN,NaN,NaN,NaN,NaN,332.7780603977567
1720767600,57218.23,57316.56,57056.31,57111.22,84.11538881,46.19850217564548,NaN,NaN,NaN,NaN,NaN,NaN,327.5974846550598
1720769400,57111.22,57162.47,56851.72,57114.39,342.22611222,46.27352101831711,NaN,NaN,NaN,NaN,NaN,NaN,326.3940928939841
1720771200,57114.38,57280.02,57022.96,57154.05,139.37176443,47.264259816023205,NaN,NaN,NaN,NaN,NaN,NaN,321.44165768727083
1720773000,57154.06,57331.74,57063.72,57320.88,111.45651741,51.329988234804496,NaN,NaN,NaN,NaN,51.329988234804496,NaN,317.62582499532266
1720774800,57321.44,57325.91,57134.15,57178.56,74.57223077,47.93482299363491,NaN,NaN,NaN,NaN,NaN,NaN,308.63540892422833
1720776600,57181.2,57208.09,56867.32,56953.32,83.38170929,43.07842938294848,NaN,NaN,43.07842938294848,NaN,NaN,NaN,310.9307368582118
1720778400,56953.31,57073.36,56763.56,56953.9,121.66884081,43.09441703861479,NaN,NaN,NaN,NaN,NaN,NaN,310.8499699397683
1720780200,56952.18,57200,56952.07,57182.56,90.74630849,49.15735265067789,NaN,NaN,NaN,NaN,NaN,NaN,306.355686372642
1720782000,57178.99,57273.75,57072.92,57252.22,98.60618894,50.87452083439709,NaN,NaN,NaN,NaN,NaN,NaN,298.81813734602486
1720783800,57252.21,57296.44,57075.35,57225.1,134.04072429,50.16417594859127,NaN,NaN,NaN,NaN,NaN,NaN,293.2661275355948
1720785600,57225.09,57502.89,57207.31,57451.01,227.28165172,55.711577362362,NaN,NaN,NaN,NaN,NaN,NaN,293.4314041401953
1720787400,57449.51,57449.51,57102.47,57395.33,395.44649511,54.11276989378658,NaN,NaN,NaN,NaN,NaN,NaN,297.36773241589566
1720789200,57395.41,57823.53,57361.36,57559.28,356.185124,57.94026079345311,NaN,NaN,NaN,NaN,NaN,NaN,309.13932295761725
1720791000,57557.62,58024.8,57460,57863.87,553.37880053,63.95546830657969,NaN,NaN,NaN,NaN,NaN,NaN,327.4007998892162
1720792800,57863.87,58000.56,57702.51,57962.13,436.98646847,65.66159006639987,NaN,NaN,NaN,NaN,NaN,NaN,325.3043141828433
1720794600,57967.38,58043.3,57731.82,57837.5,247.44983061,61.674062402011764,NaN,NaN,NaN,NaN,NaN,NaN,324.3168631697833
1720796400,57837.51,58228.52,57786.54,58179.5,289.55819923,67.50566774157463,NaN,NaN,NaN,NaN,NaN,NaN,332.7213729433699
1720798200,58179.49,58295.08,57930.15,58221,261.96985638,68.13918563097002,NaN,NaN,NaN,NaN,NaN,NaN,335.0219891617006
1720800000,58221.78,58264.4,57982.12,58242.75,168.45357994,68.48596332177354,NaN,NaN,NaN,NaN,68.48596332177354,NaN,331.25470422157906
1720801800,58236.22,58449.99,57944.78,58129.72,308.69268955,64.55376848952304,NaN,NaN,NaN,NaN,NaN,NaN,343.68008249146624
1720803600,58129.79,58336.07,57966.66,58171.71,406.53297096,65.34970284881081,NaN,NaN,NaN,NaN,NaN,NaN,345.5179337420755
1720805400,58170.02,58288.4,58098.31,58180.37,279.16921138,65.52165605649657,NaN,NaN,NaN,NaN,NaN,NaN,334.41593847478464
1720807200,58176.05,58331.61,58082.9,58156.15,324.63027973,64.55674808540707,NaN,NaN,NaN,NaN,NaN,NaN,328.2940857265857
1720809000,58156.15,58550,58128.31,58320.71,620.53490029,68.00441934015575,NaN,NaN,NaN,NaN,NaN,NaN,334.96522246040115
1720810800,58318.09,58381.28,57861.65,57904.79,627.88932069,53.76837306050978,NaN,NaN,NaN,NaN,NaN,NaN,348.15556371322947
1720812600,57904.78,57904.78,57519.15,57611.34,644.53605382,46.38963339935974,NaN,NaN,NaN,NaN,NaN,NaN,350.83302344799876
1720814400,57601.72,57672.94,57152.89,57330.78,504.89228731,40.64643203555015,NaN,NaN,40.64643203555015,NaN,NaN,NaN,362.9199503445705
1720816200,57330.77,57616.6,57298.06,57539.5,230.04869614,46.002316821004435,NaN,NaN,NaN,NaN,NaN,NaN,359.749953891387
1720818000,57539.51,57700,57504.19,57604.17,122.80193156,47.58065288707811,NaN,NaN,NaN,NaN,NaN,NaN,348.0399571848592
1720819800,57604.16,57690.35,57561.53,57608.01,43.31330104,47.67844819471337,NaN,NaN,NaN,NaN,NaN,NaN,332.38138881451204
1720821600,57604.69,57898.41,57585.99,57698.62,115.6900379,50.046659942377325,NaN,NaN,NaN,NaN,NaN,NaN,330.95557532776155
1720823400,57698.61,57827.19,57679.23,57796.43,43.83252473,52.54370050345212,NaN,NaN,NaN,NaN,NaN,NaN,317.88446280434994
1720825200,57797.13,57885.14,57725,57820.12,61.57622882,53.15449549966474,NaN,NaN,NaN,NaN,NaN,NaN,306.6170011754678
1720827000,57820.13,57935.81,57805.26,57909.03,49.76614886,55.470906848113536,NaN,NaN,NaN,NaN,55.470906848113536,NaN,294.04078680579124
1720828800,57908.61,57949.99,57781.8,57842.85,61.79604578,53.35599709641766,NaN,NaN,NaN,NaN,NaN,NaN,285.05144489109153
1720830600,57842.84,57893.91,57780.03,57855.76,62.1377252,53.726628217166706,NaN,NaN,NaN,NaN,NaN,NaN,272.82491311315675
1720832400,57855.77,57990.56,57813.65,57903.89,37.66739274,55.157210979912556,NaN,NaN,NaN,NaN,NaN,NaN,265.97384789078814
1720834200,57903.89,57937.56,57835.86,57900.56,40.06952358,55.03044639677158,NaN,NaN,NaN,NaN,NaN,NaN,254.2400016128745
1720836000,57900.56,57900.57,57781.64,57875.25,34.99212664,54.01434432184892,NaN,NaN,NaN,NaN,NaN,NaN,244.5750014976692
1720837800,57875.24,57983.55,57825.46,57963.06,34.81162384,56.98204808639917,NaN,NaN,NaN,NaN,56.98204808639917,NaN,238.39750139069312
1720839600,57961.8,58011.12,57865.8,57900.82,23.34999015,54.3068081866839,NaN,NaN,NaN,NaN,NaN,NaN,231.74910843421503
1720841400,57900.49,57933.69,57806.43,57840,24.87178087,51.750008980050396,NaN,NaN,NaN,NaN,NaN,NaN,224.28560068891412
1720843200,57840,57859.95,57788.77,57813.52,27.59989334,50.632306273785396,NaN,NaN,NaN,NaN,NaN,NaN,213.34948635399172
1720845000,57810.34,57878.02,57788.03,57799.98,20.07275784,50.03720039205795,NaN,NaN,50.03720039205795,NaN,NaN,NaN,204.5380944715636
1720846800,57796.83,57976.25,57770.92,57946.07,23.98361093,56.04069176103731,NaN,NaN,NaN,NaN,NaN,NaN,204.59465915216632
1720848600,57945.57,58177.83,57893.71,58090.19,90.82134123,61.017137761799596,NaN,NaN,NaN,NaN,NaN,NaN,210.27504064129747
1720850400,58091.32,58238.08,58017.85,58170.2,54.1906647,63.4883210091195,NaN,NaN,NaN,NaN,63.4883210091195,NaN,210.9861091669193
1720852200,58170.2,58194.73,58042.19,58046.42,28.44482265,57.42357842740566,NaN,NaN,NaN,NaN,NaN,NaN,206.81138708356798
1720854000,58049.74,58160.39,58023.46,58133.5,39.48115802,60.29696996008628,NaN,NaN,NaN,NaN,NaN,NaN,201.8198594347417
1720855800,58133.49,58180.44,58090.89,58178.51,23.17448622,61.734472531974994,NaN,NaN,NaN,NaN,NaN,NaN,193.80058376083178
1720857600,58178.5,58208.64,58117.1,58157.35,25.43976016,60.623213596390165,NaN,NaN,NaN,NaN,NaN,NaN,186.49625634934387
1720859400,58157.36,58159.53,57959.1,57970.55,39.01270448,51.76459094248935,NaN,NaN,51.76459094248935,NaN,NaN,NaN,187.49152375296217
1720861200,57976.03,58235.03,57931.05,58219.95,94.94350353,60.13940679688177,NaN,NaN,NaN,NaN,NaN,NaN,195.81212919917886
1720863000,58214.9,58844.02,58214.9,58687.09,290.56333109,70.47850989728738,NaN,NaN,NaN,NaN,70.47850989728738,NaN,226.76269139923718
